ruleset,simulation_id,sim_type,roster,agent,w,eps,c,convergence_round
no_rule2_prev_singleton,1,1v3,Random | Random | Random | Leader Copier,Leader Copier,30,0.01,7,31
no_rule2_prev_singleton,1,1v3,Random | Random | Random | Leader Copier,Leader Copier,30,0.02,7,31
no_rule2_prev_singleton,2,1v3,Random | Random | Random | Self Copier,Random 1,10,0.005,3,12
no_rule2_prev_singleton,2,1v3,Random | Random | Random | Self Copier,Random 1,10,0.01,3,11
no_rule2_prev_singleton,2,1v3,Random | Random | Random | Self Copier,Random 1,10,0.02,3,11
no_rule2_prev_singleton,2,1v3,Random | Random | Random | Self Copier,Random 1,20,0.005,5,22
no_rule2_prev_singleton,2,1v3,Random | Random | Random | Self Copier,Random 1,20,0.01,5,21
no_rule2_prev_singleton,2,1v3,Random | Random | Random | Self Copier,Random 1,20,0.02,5,21
no_rule2_prev_singleton,2,1v3,Random | Random | Random | Self Copier,Random 1,30,0.005,7,32
no_rule2_prev_singleton,2,1v3,Random | Random | Random | Self Copier,Random 1,30,0.01,7,31
no_rule2_prev_singleton,2,1v3,Random | Random | Random | Self Copier,Random 1,30,0.02,7,31
no_rule2_prev_singleton,2,1v3,Random | Random | Random | Self Copier,Random 2,10,0.005,3,11
no_rule2_prev_singleton,2,1v3,Random | Random | Random | Self Copier,Random 2,10,0.01,3,11
no_rule2_prev_singleton,2,1v3,Random | Random | Random | Self Copier,Random 2,10,0.02,3,11
no_rule2_prev_singleton,2,1v3,Random | Random | Random | Self Copier,Random 2,20,0.005,5,22
no_rule2_prev_singleton,2,1v3,Random | Random | Random | Self Copier,Random 2,20,0.01,5,21
no_rule2_prev_singleton,2,1v3,Random | Random | Random | Self Copier,Random 2,20,0.02,5,21
no_rule2_prev_singleton,2,1v3,Random | Random | Random | Self Copier,Random 2,30,0.005,7,32
no_rule2_prev_singleton,2,1v3,Random | Random | Random | Self Copier,Random 2,30,0.01,7,31
no_rule2_prev_singleton,2,1v3,Random | Random | Random | Self Copier,Random 2,30,0.02,7,31
no_rule2_prev_singleton,2,1v3,Random | Random | Random | Self Copier,Random 3,10,0.005,3,11
no_rule2_prev_singleton,2,1v3,Random | Random | Random | Self Copier,Random 3,10,0.01,3,11
no_rule2_prev_singleton,2,1v3,Random | Random | Random | Self Copier,Random 3,10,0.02,3,11
no_rule2_prev_singleton,2,1v3,Random | Random | Random | Self Copier,Random 3,20,0.005,5,21
no_rule2_prev_singleton,2,1v3,Random | Random | Random | Self Copier,Random 3,20,0.01,5,21
no_rule2_prev_singleton,2,1v3,Random | Random | Random | Self Copier,Random 3,20,0.02,5,21
no_rule2_prev_singleton,2,1v3,Random | Random | Random | Self Copier,Random 3,30,0.005,7,31
no_rule2_prev_singleton,2,1v3,Random | Random | Random | Self Copier,Random 3,30,0.01,7,31
no_rule2_prev_singleton,2,1v3,Random | Random | Random | Self Copier,Random 3,30,0.02,7,31
no_rule2_prev_singleton,2,1v3,Random | Random | Random | Self Copier,Self Copier,10,0.005,3,12
no_rule2_prev_singleton,2,1v3,Random | Random | Random | Self Copier,Self Copier,10,0.01,3,11
no_rule2_prev_singleton,2,1v3,Random | Random | Random | Self Copier,Self Copier,10,0.02,3,11
no_rule2_prev_singleton,2,1v3,Random | Random | Random | Self Copier,Self Copier,20,0.005,5,22
no_rule2_prev_singleton,2,1v3,Random | Random | Random | Self Copier,Self Copier,20,0.01,5,22
no_rule2_prev_singleton,2,1v3,Random | Random | Random | Self Copier,Self Copier,20,0.02,5,21
no_rule2_prev_singleton,2,1v3,Random | Random | Random | Self Copier,Self Copier,30,0.005,7,32
no_rule2_prev_singleton,2,1v3,Random | Random | Random | Self Copier,Self Copier,30,0.01,7,31
no_rule2_prev_singleton,2,1v3,Random | Random | Random | Self Copier,Self Copier,30,0.02,7,31
no_rule2_prev_singleton,3,1v3,Random | Random | Random | Frequency Copier,Random 1,10,0.005,3,11
no_rule2_prev_singleton,3,1v3,Random | Random | Random | Frequency Copier,Random 1,10,0.01,3,11
no_rule2_prev_singleton,3,1v3,Random | Random | Random | Frequency Copier,Random 1,10,0.02,3,11
no_rule2_prev_singleton,3,1v3,Random | Random | Random | Frequency Copier,Random 1,20,0.005,5,21
no_rule2_prev_singleton,3,1v3,Random | Random | Random | Frequency Copier,Random 1,20,0.01,5,21
no_rule2_prev_singleton,3,1v3,Random | Random | Random | Frequency Copier,Random 1,20,0.02,5,21
no_rule2_prev_singleton,3,1v3,Random | Random | Random | Frequency Copier,Random 1,30,0.005,7,31
no_rule2_prev_singleton,3,1v3,Random | Random | Random | Frequency Copier,Random 1,30,0.01,7,31
no_rule2_prev_singleton,3,1v3,Random | Random | Random | Frequency Copier,Random 1,30,0.02,7,31
no_rule2_prev_singleton,3,1v3,Random | Random | Random | Frequency Copier,Random 2,10,0.005,3,13
no_rule2_prev_singleton,3,1v3,Random | Random | Random | Frequency Copier,Random 2,10,0.01,3,11
no_rule2_prev_singleton,3,1v3,Random | Random | Random | Frequency Copier,Random 2,10,0.02,3,11
no_rule2_prev_singleton,3,1v3,Random | Random | Random | Frequency Copier,Random 2,20,0.005,5,24
no_rule2_prev_singleton,3,1v3,Random | Random | Random | Frequency Copier,Random 2,20,0.01,5,21
no_rule2_prev_singleton,3,1v3,Random | Random | Random | Frequency Copier,Random 2,20,0.02,5,21
no_rule2_prev_singleton,3,1v3,Random | Random | Random | Frequency Copier,Random 2,30,0.005,7,35
no_rule2_prev_singleton,3,1v3,Random | Random | Random | Frequency Copier,Random 2,30,0.01,7,31
no_rule2_prev_singleton,3,1v3,Random | Random | Random | Frequency Copier,Random 2,30,0.02,7,31
no_rule2_prev_singleton,3,1v3,Random | Random | Random | Frequency Copier,Random 3,10,0.005,3,12
no_rule2_prev_singleton,3,1v3,Random | Random | Random | Frequency Copier,Random 3,10,0.01,3,11
no_rule2_prev_singleton,3,1v3,Random | Random | Random | Frequency Copier,Random 3,10,0.02,3,11
no_rule2_prev_singleton,3,1v3,Random | Random | Random | Frequency Copier,Random 3,20,0.005,5,22
no_rule2_prev_singleton,3,1v3,Random | Random | Random | Frequency Copier,Random 3,20,0.01,5,21
no_rule2_prev_singleton,3,1v3,Random | Random | Random | Frequency Copier,Random 3,20,0.02,5,21
no_rule2_prev_singleton,3,1v3,Random | Random | Random | Frequency Copier,Random 3,30,0.005,7,32
no_rule2_prev_singleton,3,1v3,Random | Random | Random | Frequency Copier,Random 3,30,0.01,7,31
no_rule2_prev_singleton,3,1v3,Random | Random | Random | Frequency Copier,Random 3,30,0.02,7,31
no_rule2_prev_singleton,3,1v3,Random | Random | Random | Frequency Copier,Frequency Copier,10,0.005,3,15
no_rule2_prev_singleton,3,1v3,Random | Random | Random | Frequency Copier,Frequency Copier,10,0.01,3,11
no_rule2_prev_singleton,3,1v3,Random | Random | Random | Frequency Copier,Frequency Copier,10,0.02,3,11
no_rule2_prev_singleton,3,1v3,Random | Random | Random | Frequency Copier,Frequency Copier,20,0.005,5,25
no_rule2_prev_singleton,3,1v3,Random | Random | Random | Frequency Copier,Frequency Copier,20,0.01,5,21
no_rule2_prev_singleton,3,1v3,Random | Random | Random | Frequency Copier,Frequency Copier,20,0.02,5,21
no_rule2_prev_singleton,3,1v3,Random | Random | Random | Frequency Copier,Frequency Copier,30,0.005,7,35
no_rule2_prev_singleton,3,1v3,Random | Random | Random | Frequency Copier,Frequency Copier,30,0.01,7,31
no_rule2_prev_singleton,3,1v3,Random | Random | Random | Frequency Copier,Frequency Copier,30,0.02,7,31
no_rule2_prev_singleton,4,1v3,Random | Random | Random | Anti Copier,Random 1,10,0.005,3,11
no_rule2_prev_singleton,4,1v3,Random | Random | Random | Anti Copier,Random 1,10,0.01,3,11
no_rule2_prev_singleton,4,1v3,Random | Random | Random | Anti Copier,Random 1,10,0.02,3,11
no_rule2_prev_singleton,4,1v3,Random | Random | Random | Anti Copier,Random 1,20,0.005,5,21
no_rule2_prev_singleton,4,1v3,Random | Random | Random | Anti Copier,Random 1,20,0.01,5,21
no_rule2_prev_singleton,4,1v3,Random | Random | Random | Anti Copier,Random 1,20,0.02,5,21
no_rule2_prev_singleton,4,1v3,Random | Random | Random | Anti Copier,Random 1,30,0.005,7,31
no_rule2_prev_singleton,4,1v3,Random | Random | Random | Anti Copier,Random 1,30,0.01,7,31
no_rule2_prev_singleton,4,1v3,Random | Random | Random | Anti Copier,Random 1,30,0.02,7,31
no_rule2_prev_singleton,4,1v3,Random | Random | Random | Anti Copier,Random 2,10,0.005,3,11
no_rule2_prev_singleton,4,1v3,Random | Random | Random | Anti Copier,Random 2,10,0.01,3,11
no_rule2_prev_singleton,4,1v3,Random | Random | Random | Anti Copier,Random 2,10,0.02,3,11
no_rule2_prev_singleton,4,1v3,Random | Random | Random | Anti Copier,Random 2,20,0.005,5,22
no_rule2_prev_singleton,4,1v3,Random | Random | Random | Anti Copier,Random 2,20,0.01,5,21
no_rule2_prev_singleton,4,1v3,Random | Random | Random | Anti Copier,Random 2,20,0.02,5,21
no_rule2_prev_singleton,4,1v3,Random | Random | Random | Anti Copier,Random 2,30,0.005,7,32
no_rule2_prev_singleton,4,1v3,Random | Random | Random | Anti Copier,Random 2,30,0.01,7,31
no_rule2_prev_singleton,4,1v3,Random | Random | Random | Anti Copier,Random 2,30,0.02,7,31
no_rule2_prev_singleton,4,1v3,Random | Random | Random | Anti Copier,Random 3,10,0.005,3,12
no_rule2_prev_singleton,4,1v3,Random | Random | Random | Anti Copier,Random 3,10,0.01,3,11
no_rule2_prev_singleton,4,1v3,Random | Random | Random | Anti Copier,Random 3,10,0.02,3,11
no_rule2_prev_singleton,4,1v3,Random | Random | Random | Anti Copier,Random 3,20,0.005,5,22
no_rule2_prev_singleton,4,1v3,Random | Random | Random | Anti Copier,Random 3,20,0.01,5,21
no_rule2_prev_singleton,4,1v3,Random | Random | Random | Anti Copier,Random 3,20,0.02,5,21
no_rule2_prev_singleton,4,1v3,Random | Random | Random | Anti Copier,Random 3,30,0.005,7,31
no_rule2_prev_singleton,4,1v3,Random | Random | Random | Anti Copier,Random 3,30,0.01,7,31
no_rule2_prev_singleton,4,1v3,Random | Random | Random | Anti Copier,Random 3,30,0.02,7,31
no_rule2_prev_singleton,4,1v3,Random | Random | Random | Anti Copier,Anti Copier,10,0.005,3,11
no_rule2_prev_singleton,4,1v3,Random | Random | Random | Anti Copier,Anti Copier,10,0.01,3,11
no_rule2_prev_singleton,4,1v3,Random | Random | Random | Anti Copier,Anti Copier,10,0.02,3,11
no_rule2_prev_singleton,4,1v3,Random | Random | Random | Anti Copier,Anti Copier,20,0.005,5,21
no_rule2_prev_singleton,4,1v3,Random | Random | Random | Anti Copier,Anti Copier,20,0.01,5,21
no_rule2_prev_singleton,4,1v3,Random | Random | Random | Anti Copier,Anti Copier,20,0.02,5,21
no_rule2_prev_singleton,4,1v3,Random | Random | Random | Anti Copier,Anti Copier,30,0.005,7,31
no_rule2_prev_singleton,4,1v3,Random | Random | Random | Anti Copier,Anti Copier,30,0.01,7,31
no_rule2_prev_singleton,4,1v3,Random | Random | Random | Anti Copier,Anti Copier,30,0.02,7,31
no_rule2_prev_singleton,5,2v2,Random | Random | Leader Copier | Self Copier,Random 1,10,0.005,3,61
no_rule2_prev_singleton,5,2v2,Random | Random | Leader Copier | Self Copier,Random 1,10,0.01,3,38
no_rule2_prev_singleton,5,2v2,Random | Random | Leader Copier | Self Copier,Random 1,10,0.02,3,26
no_rule2_prev_singleton,5,2v2,Random | Random | Leader Copier | Self Copier,Random 1,20,0.005,5,
no_rule2_prev_singleton,5,2v2,Random | Random | Leader Copier | Self Copier,Random 1,20,0.01,5,66
no_rule2_prev_singleton,5,2v2,Random | Random | Leader Copier | Self Copier,Random 1,20,0.02,5,44
no_rule2_prev_singleton,5,2v2,Random | Random | Leader Copier | Self Copier,Random 1,30,0.005,7,
no_rule2_prev_singleton,5,2v2,Random | Random | Leader Copier | Self Copier,Random 1,30,0.01,7,88
no_rule2_prev_singleton,5,2v2,Random | Random | Leader Copier | Self Copier,Random 1,30,0.02,7,61
no_rule2_prev_singleton,5,2v2,Random | Random | Leader Copier | Self Copier,Random 2,10,0.005,3,61
no_rule2_prev_singleton,5,2v2,Random | Random | Leader Copier | Self Copier,Random 2,10,0.01,3,39
no_rule2_prev_singleton,5,2v2,Random | Random | Leader Copier | Self Copier,Random 2,10,0.02,3,25
no_rule2_prev_singleton,5,2v2,Random | Random | Leader Copier | Self Copier,Random 2,20,0.005,5,
no_rule2_prev_singleton,5,2v2,Random | Random | Leader Copier | Self Copier,Random 2,20,0.01,5,66
no_rule2_prev_singleton,5,2v2,Random | Random | Leader Copier | Self Copier,Random 2,20,0.02,5,44
no_rule2_prev_singleton,5,2v2,Random | Random | Leader Copier | Self Copier,Random 2,30,0.005,7,
no_rule2_prev_singleton,5,2v2,Random | Random | Leader Copier | Self Copier,Random 2,30,0.01,7,88
no_rule2_prev_singleton,5,2v2,Random | Random | Leader Copier | Self Copier,Random 2,30,0.02,7,61
no_rule2_prev_singleton,5,2v2,Random | Random | Leader Copier | Self Copier,Leader Copier,10,0.005,3,41
no_rule2_prev_singleton,5,2v2,Random | Random | Leader Copier | Self Copier,Leader Copier,10,0.01,3,30
no_rule2_prev_singleton,5,2v2,Random | Random | Leader Copier | Self Copier,Leader Copier,10,0.02,3,19
no_rule2_prev_singleton,5,2v2,Random | Random | Leader Copier | Self Copier,Leader Copier,20,0.005,5,75
no_rule2_prev_singleton,5,2v2,Random | Random | Leader Copier | Self Copier,Leader Copier,20,0.01,5,48
no_rule2_prev_singleton,5,2v2,Random | Random | Leader Copier | Self Copier,Leader Copier,20,0.02,5,35
no_rule2_prev_singleton,5,2v2,Random | Random | Leader Copier | Self Copier,Leader Copier,30,0.005,7,
no_rule2_prev_singleton,5,2v2,Random | Random | Leader Copier | Self Copier,Leader Copier,30,0.01,7,67
no_rule2_prev_singleton,5,2v2,Random | Random | Leader Copier | Self Copier,Leader Copier,30,0.02,7,49
no_rule2_prev_singleton,5,2v2,Random | Random | Leader Copier | Self Copier,Self Copier,10,0.005,3,45
no_rule2_prev_singleton,5,2v2,Random | Random | Leader Copier | Self Copier,Self Copier,10,0.01,3,29
no_rule2_prev_singleton,5,2v2,Random | Random | Leader Copier | Self Copier,Self Copier,10,0.02,3,20
no_rule2_prev_singleton,5,2v2,Random | Random | Leader Copier | Self Copier,Self Copier,20,0.005,5,74
no_rule2_prev_singleton,5,2v2,Random | Random | Leader Copier | Self Copier,Self Copier,20,0.01,5,48
no_rule2_prev_singleton,5,2v2,Random | Random | Leader Copier | Self Copier,Self Copier,20,0.02,5,35
no_rule2_prev_singleton,5,2v2,Random | Random | Leader Copier | Self Copier,Self Copier,30,0.005,7,
no_rule2_prev_singleton,5,2v2,Random | Random | Leader Copier | Self Copier,Self Copier,30,0.01,7,68
no_rule2_prev_singleton,5,2v2,Random | Random | Leader Copier | Self Copier,Self Copier,30,0.02,7,49
no_rule2_prev_singleton,6,2v2,Random | Random | Leader Copier | Frequency Copier,Random 1,10,0.005,3,29
no_rule2_prev_singleton,6,2v2,Random | Random | Leader Copier | Frequency Copier,Random 1,10,0.01,3,22
no_rule2_prev_singleton,6,2v2,Random | Random | Leader Copier | Frequency Copier,Random 1,10,0.02,3,17
no_rule2_prev_singleton,6,2v2,Random | Random | Leader Copier | Frequency Copier,Random 1,20,0.005,5,41
no_rule2_prev_singleton,6,2v2,Random | Random | Leader Copier | Frequency Copier,Random 1,20,0.01,5,34
no_rule2_prev_singleton,6,2v2,Random | Random | Leader Copier | Frequency Copier,Random 1,20,0.02,5,29
no_rule2_prev_singleton,6,2v2,Random | Random | Leader Copier | Frequency Copier,Random 1,30,0.005,7,53
no_rule2_prev_singleton,6,2v2,Random | Random | Leader Copier | Frequency Copier,Random 1,30,0.01,7,45
no_rule2_prev_singleton,6,2v2,Random | Random | Leader Copier | Frequency Copier,Random 1,30,0.02,7,39
no_rule2_prev_singleton,6,2v2,Random | Random | Leader Copier | Frequency Copier,Random 2,10,0.005,3,29
no_rule2_prev_singleton,6,2v2,Random | Random | Leader Copier | Frequency Copier,Random 2,10,0.01,3,21
no_rule2_prev_singleton,6,2v2,Random | Random | Leader Copier | Frequency Copier,Random 2,10,0.02,3,17
no_rule2_prev_singleton,6,2v2,Random | Random | Leader Copier | Frequency Copier,Random 2,20,0.005,5,42
no_rule2_prev_singleton,6,2v2,Random | Random | Leader Copier | Frequency Copier,Random 2,20,0.01,5,34
no_rule2_prev_singleton,6,2v2,Random | Random | Leader Copier | Frequency Copier,Random 2,20,0.02,5,28
no_rule2_prev_singleton,6,2v2,Random | Random | Leader Copier | Frequency Copier,Random 2,30,0.005,7,54
no_rule2_prev_singleton,6,2v2,Random | Random | Leader Copier | Frequency Copier,Random 2,30,0.01,7,46
no_rule2_prev_singleton,6,2v2,Random | Random | Leader Copier | Frequency Copier,Random 2,30,0.02,7,39
no_rule2_prev_singleton,6,2v2,Random | Random | Leader Copier | Frequency Copier,Leader Copier,10,0.005,3,22
no_rule2_prev_singleton,6,2v2,Random | Random | Leader Copier | Frequency Copier,Leader Copier,10,0.01,3,18
no_rule2_prev_singleton,6,2v2,Random | Random | Leader Copier | Frequency Copier,Leader Copier,10,0.02,3,15
no_rule2_prev_singleton,6,2v2,Random | Random | Leader Copier | Frequency Copier,Leader Copier,20,0.005,5,37
no_rule2_prev_singleton,6,2v2,Random | Random | Leader Copier | Frequency Copier,Leader Copier,20,0.01,5,30
no_rule2_prev_singleton,6,2v2,Random | Random | Leader Copier | Frequency Copier,Leader Copier,20,0.02,5,25
no_rule2_prev_singleton,6,2v2,Random | Random | Leader Copier | Frequency Copier,Leader Copier,30,0.005,7,49
no_rule2_prev_singleton,6,2v2,Random | Random | Leader Copier | Frequency Copier,Leader Copier,30,0.01,7,40
no_rule2_prev_singleton,6,2v2,Random | Random | Leader Copier | Frequency Copier,Leader Copier,30,0.02,7,36
no_rule2_prev_singleton,6,2v2,Random | Random | Leader Copier | Frequency Copier,Frequency Copier,10,0.005,3,22
no_rule2_prev_singleton,6,2v2,Random | Random | Leader Copier | Frequency Copier,Frequency Copier,10,0.01,3,18
no_rule2_prev_singleton,6,2v2,Random | Random | Leader Copier | Frequency Copier,Frequency Copier,10,0.02,3,15
no_rule2_prev_singleton,6,2v2,Random | Random | Leader Copier | Frequency Copier,Frequency Copier,20,0.005,5,37
no_rule2_prev_singleton,6,2v2,Random | Random | Leader Copier | Frequency Copier,Frequency Copier,20,0.01,5,30
no_rule2_prev_singleton,6,2v2,Random | Random | Leader Copier | Frequency Copier,Frequency Copier,20,0.02,5,26
no_rule2_prev_singleton,6,2v2,Random | Random | Leader Copier | Frequency Copier,Frequency Copier,30,0.005,7,49
no_rule2_prev_singleton,6,2v2,Random | Random | Leader Copier | Frequency Copier,Frequency Copier,30,0.01,7,40
no_rule2_prev_singleton,6,2v2,Random | Random | Leader Copier | Frequency Copier,Frequency Copier,30,0.02,7,36
no_rule2_prev_singleton,7,2v2,Random | Random | Leader Copier | Anti Copier,Random 1,10,0.005,3,27
no_rule2_prev_singleton,7,2v2,Random | Random | Leader Copier | Anti Copier,Random 1,10,0.01,3,12
no_rule2_prev_singleton,7,2v2,Random | Random | Leader Copier | Anti Copier,Random 1,10,0.02,3,11
no_rule2_prev_singleton,7,2v2,Random | Random | Leader Copier | Anti Copier,Random 1,20,0.005,5,48
no_rule2_prev_singleton,7,2v2,Random | Random | Leader Copier | Anti Copier,Random 1,20,0.01,5,33
no_rule2_prev_singleton,7,2v2,Random | Random | Leader Copier | Anti Copier,Random 1,20,0.02,5,21
no_rule2_prev_singleton,7,2v2,Random | Random | Leader Copier | Anti Copier,Random 1,30,0.005,7,61
no_rule2_prev_singleton,7,2v2,Random | Random | Leader Copier | Anti Copier,Random 1,30,0.01,7,47
no_rule2_prev_singleton,7,2v2,Random | Random | Leader Copier | Anti Copier,Random 1,30,0.02,7,31
no_rule2_prev_singleton,7,2v2,Random | Random | Leader Copier | Anti Copier,Random 2,10,0.005,3,21
no_rule2_prev_singleton,7,2v2,Random | Random | Leader Copier | Anti Copier,Random 2,10,0.01,3,12
no_rule2_prev_singleton,7,2v2,Random | Random | Leader Copier | Anti Copier,Random 2,10,0.02,3,11
no_rule2_prev_singleton,7,2v2,Random | Random | Leader Copier | Anti Copier,Random 2,20,0.005,5,42
no_rule2_prev_singleton,7,2v2,Random | Random | Leader Copier | Anti Copier,Random 2,20,0.01,5,29
no_rule2_prev_singleton,7,2v2,Random | Random | Leader Copier | Anti Copier,Random 2,20,0.02,5,21
no_rule2_prev_singleton,7,2v2,Random | Random | Leader Copier | Anti Copier,Random 2,30,0.005,7,61
no_rule2_prev_singleton,7,2v2,Random | Random | Leader Copier | Anti Copier,Random 2,30,0.01,7,42
no_rule2_prev_singleton,7,2v2,Random | Random | Leader Copier | Anti Copier,Random 2,30,0.02,7,31
no_rule2_prev_singleton,7,2v2,Random | Random | Leader Copier | Anti Copier,Leader Copier,10,0.005,3,20
no_rule2_prev_singleton,7,2v2,Random | Random | Leader Copier | Anti Copier,Leader Copier,10,0.01,3,11
no_rule2_prev_singleton,7,2v2,Random | Random | Leader Copier | Anti Copier,Leader Copier,10,0.02,3,11
no_rule2_prev_singleton,7,2v2,Random | Random | Leader Copier | Anti Copier,Leader Copier,20,0.005,5,34
no_rule2_prev_singleton,7,2v2,Random | Random | Leader Copier | Anti Copier,Leader Copier,20,0.01,5,21
no_rule2_prev_singleton,7,2v2,Random | Random | Leader Copier | Anti Copier,Leader Copier,20,0.02,5,21
no_rule2_prev_singleton,7,2v2,Random | Random | Leader Copier | Anti Copier,Leader Copier,30,0.005,7,55
no_rule2_prev_singleton,7,2v2,Random | Random | Leader Copier | Anti Copier,Leader Copier,30,0.01,7,39
no_rule2_prev_singleton,7,2v2,Random | Random | Leader Copier | Anti Copier,Leader Copier,30,0.02,7,31
no_rule2_prev_singleton,7,2v2,Random | Random | Leader Copier | Anti Copier,Anti Copier,10,0.005,3,12
no_rule2_prev_singleton,7,2v2,Random | Random | Leader Copier | Anti Copier,Anti Copier,10,0.01,3,12
no_rule2_prev_singleton,7,2v2,Random | Random | Leader Copier | Anti Copier,Anti Copier,10,0.02,3,11
no_rule2_prev_singleton,7,2v2,Random | Random | Leader Copier | Anti Copier,Anti Copier,20,0.005,5,35
no_rule2_prev_singleton,7,2v2,Random | Random | Leader Copier | Anti Copier,Anti Copier,20,0.01,5,21
no_rule2_prev_singleton,7,2v2,Random | Random | Leader Copier | Anti Copier,Anti Copier,20,0.02,5,21
no_rule2_prev_singleton,7,2v2,Random | Random | Leader Copier | Anti Copier,Anti Copier,30,0.005,7,51
no_rule2_prev_singleton,7,2v2,Random | Random | Leader Copier | Anti Copier,Anti Copier,30,0.01,7,39
no_rule2_prev_singleton,7,2v2,Random | Random | Leader Copier | Anti Copier,Anti Copier,30,0.02,7,31
no_rule2_prev_singleton,8,2v2,Random | Random | Self Copier | Frequency Copier,Random 1,10,0.005,3,36
no_rule2_prev_singleton,8,2v2,Random | Random | Self Copier | Frequency Copier,Random 1,10,0.01,3,25
no_rule2_prev_singleton,8,2v2,Random | Random | Self Copier | Frequency Copier,Random 1,10,0.02,3,20
no_rule2_prev_singleton,8,2v2,Random | Random | Self Copier | Frequency Copier,Random 1,20,0.005,5,51
no_rule2_prev_singleton,8,2v2,Random | Random | Self Copier | Frequency Copier,Random 1,20,0.01,5,41
no_rule2_prev_singleton,8,2v2,Random | Random | Self Copier | Frequency Copier,Random 1,20,0.02,5,32
no_rule2_prev_singleton,8,2v2,Random | Random | Self Copier | Frequency Copier,Random 1,30,0.005,7,67
no_rule2_prev_singleton,8,2v2,Random | Random | Self Copier | Frequency Copier,Random 1,30,0.01,7,55
no_rule2_prev_singleton,8,2v2,Random | Random | Self Copier | Frequency Copier,Random 1,30,0.02,7,44
no_rule2_prev_singleton,8,2v2,Random | Random | Self Copier | Frequency Copier,Random 2,10,0.005,3,36
no_rule2_prev_singleton,8,2v2,Random | Random | Self Copier | Frequency Copier,Random 2,10,0.01,3,26
no_rule2_prev_singleton,8,2v2,Random | Random | Self Copier | Frequency Copier,Random 2,10,0.02,3,20
no_rule2_prev_singleton,8,2v2,Random | Random | Self Copier | Frequency Copier,Random 2,20,0.005,5,50
no_rule2_prev_singleton,8,2v2,Random | Random | Self Copier | Frequency Copier,Random 2,20,0.01,5,41
no_rule2_prev_singleton,8,2v2,Random | Random | Self Copier | Frequency Copier,Random 2,20,0.02,5,33
no_rule2_prev_singleton,8,2v2,Random | Random | Self Copier | Frequency Copier,Random 2,30,0.005,7,66
no_rule2_prev_singleton,8,2v2,Random | Random | Self Copier | Frequency Copier,Random 2,30,0.01,7,54
no_rule2_prev_singleton,8,2v2,Random | Random | Self Copier | Frequency Copier,Random 2,30,0.02,7,44
no_rule2_prev_singleton,8,2v2,Random | Random | Self Copier | Frequency Copier,Self Copier,10,0.005,3,26
no_rule2_prev_singleton,8,2v2,Random | Random | Self Copier | Frequency Copier,Self Copier,10,0.01,3,22
no_rule2_prev_singleton,8,2v2,Random | Random | Self Copier | Frequency Copier,Self Copier,10,0.02,3,18
no_rule2_prev_singleton,8,2v2,Random | Random | Self Copier | Frequency Copier,Self Copier,20,0.005,5,42
no_rule2_prev_singleton,8,2v2,Random | Random | Self Copier | Frequency Copier,Self Copier,20,0.01,5,34
no_rule2_prev_singleton,8,2v2,Random | Random | Self Copier | Frequency Copier,Self Copier,20,0.02,5,29
no_rule2_prev_singleton,8,2v2,Random | Random | Self Copier | Frequency Copier,Self Copier,30,0.005,7,55
no_rule2_prev_singleton,8,2v2,Random | Random | Self Copier | Frequency Copier,Self Copier,30,0.01,7,45
no_rule2_prev_singleton,8,2v2,Random | Random | Self Copier | Frequency Copier,Self Copier,30,0.02,7,40
no_rule2_prev_singleton,8,2v2,Random | Random | Self Copier | Frequency Copier,Frequency Copier,10,0.005,3,26
no_rule2_prev_singleton,8,2v2,Random | Random | Self Copier | Frequency Copier,Frequency Copier,10,0.01,3,22
no_rule2_prev_singleton,8,2v2,Random | Random | Self Copier | Frequency Copier,Frequency Copier,10,0.02,3,18
no_rule2_prev_singleton,8,2v2,Random | Random | Self Copier | Frequency Copier,Frequency Copier,20,0.005,5,41
no_rule2_prev_singleton,8,2v2,Random | Random | Self Copier | Frequency Copier,Frequency Copier,20,0.01,5,34
no_rule2_prev_singleton,8,2v2,Random | Random | Self Copier | Frequency Copier,Frequency Copier,20,0.02,5,29
no_rule2_prev_singleton,8,2v2,Random | Random | Self Copier | Frequency Copier,Frequency Copier,30,0.005,7,56
no_rule2_prev_singleton,8,2v2,Random | Random | Self Copier | Frequency Copier,Frequency Copier,30,0.01,7,46
no_rule2_prev_singleton,8,2v2,Random | Random | Self Copier | Frequency Copier,Frequency Copier,30,0.02,7,40
no_rule2_prev_singleton,9,2v2,Random | Random | Self Copier | Anti Copier,Random 1,10,0.005,3,17
no_rule2_prev_singleton,9,2v2,Random | Random | Self Copier | Anti Copier,Random 1,10,0.01,3,15
no_rule2_prev_singleton,9,2v2,Random | Random | Self Copier | Anti Copier,Random 1,10,0.02,3,11
no_rule2_prev_singleton,9,2v2,Random | Random | Self Copier | Anti Copier,Random 1,20,0.005,5,28
no_rule2_prev_singleton,9,2v2,Random | Random | Self Copier | Anti Copier,Random 1,20,0.01,5,25
no_rule2_prev_singleton,9,2v2,Random | Random | Self Copier | Anti Copier,Random 1,20,0.02,5,21
no_rule2_prev_singleton,9,2v2,Random | Random | Self Copier | Anti Copier,Random 1,30,0.005,7,38
no_rule2_prev_singleton,9,2v2,Random | Random | Self Copier | Anti Copier,Random 1,30,0.01,7,35
no_rule2_prev_singleton,9,2v2,Random | Random | Self Copier | Anti Copier,Random 1,30,0.02,7,31
