ruleset,simulation_id,sim_type,roster,agent,w,eps,c,convergence_round
no_rule2_prev_singleton,9,2v2,Random | Random | Self Copier | Anti Copier,Random 2,10,0.005,3,17
no_rule2_prev_singleton,9,2v2,Random | Random | Self Copier | Anti Copier,Random 2,10,0.01,3,12
no_rule2_prev_singleton,9,2v2,Random | Random | Self Copier | Anti Copier,Random 2,10,0.02,3,11
no_rule2_prev_singleton,9,2v2,Random | Random | Self Copier | Anti Copier,Random 2,20,0.005,5,27
no_rule2_prev_singleton,9,2v2,Random | Random | Self Copier | Anti Copier,Random 2,20,0.01,5,24
no_rule2_prev_singleton,9,2v2,Random | Random | Self Copier | Anti Copier,Random 2,20,0.02,5,21
no_rule2_prev_singleton,9,2v2,Random | Random | Self Copier | Anti Copier,Random 2,30,0.005,7,37
no_rule2_prev_singleton,9,2v2,Random | Random | Self Copier | Anti Copier,Random 2,30,0.01,7,34
no_rule2_prev_singleton,9,2v2,Random | Random | Self Copier | Anti Copier,Random 2,30,0.02,7,31
no_rule2_prev_singleton,9,2v2,Random | Random | Self Copier | Anti Copier,Self Copier,10,0.005,3,13
no_rule2_prev_singleton,9,2v2,Random | Random | Self Copier | Anti Copier,Self Copier,10,0.01,3,11
no_rule2_prev_singleton,9,2v2,Random | Random | Self Copier | Anti Copier,Self Copier,10,0.02,3,11
no_rule2_prev_singleton,9,2v2,Random | Random | Self Copier | Anti Copier,Self Copier,20,0.005,5,29
no_rule2_prev_singleton,9,2v2,Random | Random | Self Copier | Anti Copier,Self Copier,20,0.01,5,21
no_rule2_prev_singleton,9,2v2,Random | Random | Self Copier | Anti Copier,Self Copier,20,0.02,5,21
no_rule2_prev_singleton,9,2v2,Random | Random | Self Copier | Anti Copier,Self Copier,30,0.005,7,40
no_rule2_prev_singleton,9,2v2,Random | Random | Self Copier | Anti Copier,Self Copier,30,0.01,7,31
no_rule2_prev_singleton,9,2v2,Random | Random | Self Copier | Anti Copier,Self Copier,30,0.02,7,31
no_rule2_prev_singleton,9,2v2,Random | Random | Self Copier | Anti Copier,Anti Copier,10,0.005,3,17
no_rule2_prev_singleton,9,2v2,Random | Random | Self Copier | Anti Copier,Anti Copier,10,0.01,3,14
no_rule2_prev_singleton,9,2v2,Random | Random | Self Copier | Anti Copier,Anti Copier,10,0.02,3,11
no_rule2_prev_singleton,9,2v2,Random | Random | Self Copier | Anti Copier,Anti Copier,20,0.005,5,28
no_rule2_prev_singleton,9,2v2,Random | Random | Self Copier | Anti Copier,Anti Copier,20,0.01,5,25
no_rule2_prev_singleton,9,2v2,Random | Random | Self Copier | Anti Copier,Anti Copier,20,0.02,5,21
no_rule2_prev_singleton,9,2v2,Random | Random | Self Copier | Anti Copier,Anti Copier,30,0.005,7,40
no_rule2_prev_singleton,9,2v2,Random | Random | Self Copier | Anti Copier,Anti Copier,30,0.01,7,35
no_rule2_prev_singleton,9,2v2,Random | Random | Self Copier | Anti Copier,Anti Copier,30,0.02,7,31
no_rule2_prev_singleton,10,2v2,Random | Random | Frequency Copier | Anti Copier,Random 1,10,0.005,3,17
no_rule2_prev_singleton,10,2v2,Random | Random | Frequency Copier | Anti Copier,Random 1,10,0.01,3,14
no_rule2_prev_singleton,10,2v2,Random | Random | Frequency Copier | Anti Copier,Random 1,10,0.02,3,13
no_rule2_prev_singleton,10,2v2,Random | Random | Frequency Copier | Anti Copier,Random 1,20,0.005,5,28
no_rule2_prev_singleton,10,2v2,Random | Random | Frequency Copier | Anti Copier,Random 1,20,0.01,5,24
no_rule2_prev_singleton,10,2v2,Random | Random | Frequency Copier | Anti Copier,Random 1,20,0.02,5,23
no_rule2_prev_singleton,10,2v2,Random | Random | Frequency Copier | Anti Copier,Random 1,30,0.005,7,37
no_rule2_prev_singleton,10,2v2,Random | Random | Frequency Copier | Anti Copier,Random 1,30,0.01,7,34
no_rule2_prev_singleton,10,2v2,Random | Random | Frequency Copier | Anti Copier,Random 1,30,0.02,7,33
no_rule2_prev_singleton,10,2v2,Random | Random | Frequency Copier | Anti Copier,Random 2,10,0.005,3,15
no_rule2_prev_singleton,10,2v2,Random | Random | Frequency Copier | Anti Copier,Random 2,10,0.01,3,14
no_rule2_prev_singleton,10,2v2,Random | Random | Frequency Copier | Anti Copier,Random 2,10,0.02,3,12
no_rule2_prev_singleton,10,2v2,Random | Random | Frequency Copier | Anti Copier,Random 2,20,0.005,5,25
no_rule2_prev_singleton,10,2v2,Random | Random | Frequency Copier | Anti Copier,Random 2,20,0.01,5,24
no_rule2_prev_singleton,10,2v2,Random | Random | Frequency Copier | Anti Copier,Random 2,20,0.02,5,23
no_rule2_prev_singleton,10,2v2,Random | Random | Frequency Copier | Anti Copier,Random 2,30,0.005,7,35
no_rule2_prev_singleton,10,2v2,Random | Random | Frequency Copier | Anti Copier,Random 2,30,0.01,7,34
no_rule2_prev_singleton,10,2v2,Random | Random | Frequency Copier | Anti Copier,Random 2,30,0.02,7,33
no_rule2_prev_singleton,10,2v2,Random | Random | Frequency Copier | Anti Copier,Frequency Copier,10,0.005,3,14
no_rule2_prev_singleton,10,2v2,Random | Random | Frequency Copier | Anti Copier,Frequency Copier,10,0.01,3,13
no_rule2_prev_singleton,10,2v2,Random | Random | Frequency Copier | Anti Copier,Frequency Copier,10,0.02,3,12
no_rule2_prev_singleton,10,2v2,Random | Random | Frequency Copier | Anti Copier,Frequency Copier,20,0.005,5,24
no_rule2_prev_singleton,10,2v2,Random | Random | Frequency Copier | Anti Copier,Frequency Copier,20,0.01,5,23
no_rule2_prev_singleton,10,2v2,Random | Random | Frequency Copier | Anti Copier,Frequency Copier,20,0.02,5,22
no_rule2_prev_singleton,10,2v2,Random | Random | Frequency Copier | Anti Copier,Frequency Copier,30,0.005,7,36
no_rule2_prev_singleton,10,2v2,Random | Random | Frequency Copier | Anti Copier,Frequency Copier,30,0.01,7,33
no_rule2_prev_singleton,10,2v2,Random | Random | Frequency Copier | Anti Copier,Frequency Copier,30,0.02,7,32
no_rule2_prev_singleton,10,2v2,Random | Random | Frequency Copier | Anti Copier,Anti Copier,10,0.005,3,15
no_rule2_prev_singleton,10,2v2,Random | Random | Frequency Copier | Anti Copier,Anti Copier,10,0.01,3,14
no_rule2_prev_singleton,10,2v2,Random | Random | Frequency Copier | Anti Copier,Anti Copier,10,0.02,3,12
no_rule2_prev_singleton,10,2v2,Random | Random | Frequency Copier | Anti Copier,Anti Copier,20,0.005,5,26
no_rule2_prev_singleton,10,2v2,Random | Random | Frequency Copier | Anti Copier,Anti Copier,20,0.01,5,25
no_rule2_prev_singleton,10,2v2,Random | Random | Frequency Copier | Anti Copier,Anti Copier,20,0.02,5,22
no_rule2_prev_singleton,10,2v2,Random | Random | Frequency Copier | Anti Copier,Anti Copier,30,0.005,7,37
no_rule2_prev_singleton,10,2v2,Random | Random | Frequency Copier | Anti Copier,Anti Copier,30,0.01,7,35
no_rule2_prev_singleton,10,2v2,Random | Random | Frequency Copier | Anti Copier,Anti Copier,30,0.02,7,32
no_rule2_prev_singleton,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Leader Copier,10,0.005,3,
no_rule2_prev_singleton,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Leader Copier,10,0.01,3,71
no_rule2_prev_singleton,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Leader Copier,10,0.02,3,51
no_rule2_prev_singleton,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Leader Copier,20,0.005,5,
no_rule2_prev_singleton,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Leader Copier,20,0.01,5,
no_rule2_prev_singleton,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Leader Copier,20,0.02,5,77
no_rule2_prev_singleton,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Leader Copier,30,0.005,7,
no_rule2_prev_singleton,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Leader Copier,30,0.01,7,
no_rule2_prev_singleton,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Leader Copier,30,0.02,7,
no_rule2_prev_singleton,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Self Copier,10,0.005,3,80
no_rule2_prev_singleton,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Self Copier,10,0.01,3,57
no_rule2_prev_singleton,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Self Copier,10,0.02,3,41
no_rule2_prev_singleton,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Self Copier,20,0.005,5,
no_rule2_prev_singleton,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Self Copier,20,0.01,5,85
no_rule2_prev_singleton,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Self Copier,20,0.02,5,63
no_rule2_prev_singleton,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Self Copier,30,0.005,7,
no_rule2_prev_singleton,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Self Copier,30,0.01,7,
no_rule2_prev_singleton,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Self Copier,30,0.02,7,81
no_rule2_prev_singleton,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Frequency Copier,10,0.005,3,
no_rule2_prev_singleton,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Frequency Copier,10,0.01,3,75
no_rule2_prev_singleton,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Frequency Copier,10,0.02,3,54
no_rule2_prev_singleton,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Frequency Copier,20,0.005,5,
no_rule2_prev_singleton,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Frequency Copier,20,0.01,5,
no_rule2_prev_singleton,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Frequency Copier,20,0.02,5,81
no_rule2_prev_singleton,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Frequency Copier,30,0.005,7,
no_rule2_prev_singleton,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Frequency Copier,30,0.01,7,
no_rule2_prev_singleton,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Frequency Copier,30,0.02,7,
no_rule2_prev_singleton,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Random 1,10,0.005,3,69
no_rule2_prev_singleton,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Random 1,10,0.01,3,50
no_rule2_prev_singleton,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Random 1,10,0.02,3,35
no_rule2_prev_singleton,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Random 1,20,0.005,5,
no_rule2_prev_singleton,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Random 1,20,0.01,5,75
no_rule2_prev_singleton,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Random 1,20,0.02,5,55
no_rule2_prev_singleton,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Random 1,30,0.005,7,
no_rule2_prev_singleton,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Random 1,30,0.01,7,
no_rule2_prev_singleton,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Random 1,30,0.02,7,72
no_rule2_prev_singleton,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Leader Copier,10,0.005,3,49
no_rule2_prev_singleton,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Leader Copier,10,0.01,3,33
no_rule2_prev_singleton,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Leader Copier,10,0.02,3,24
no_rule2_prev_singleton,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Leader Copier,20,0.005,5,76
no_rule2_prev_singleton,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Leader Copier,20,0.01,5,54
no_rule2_prev_singleton,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Leader Copier,20,0.02,5,40
no_rule2_prev_singleton,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Leader Copier,30,0.005,7,
no_rule2_prev_singleton,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Leader Copier,30,0.01,7,70
no_rule2_prev_singleton,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Leader Copier,30,0.02,7,53
no_rule2_prev_singleton,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Self Copier,10,0.005,3,46
no_rule2_prev_singleton,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Self Copier,10,0.01,3,31
no_rule2_prev_singleton,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Self Copier,10,0.02,3,22
no_rule2_prev_singleton,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Self Copier,20,0.005,5,70
no_rule2_prev_singleton,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Self Copier,20,0.01,5,51
no_rule2_prev_singleton,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Self Copier,20,0.02,5,38
no_rule2_prev_singleton,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Self Copier,30,0.005,7,
no_rule2_prev_singleton,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Self Copier,30,0.01,7,68
no_rule2_prev_singleton,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Self Copier,30,0.02,7,51
no_rule2_prev_singleton,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Anti Copier,10,0.005,3,66
no_rule2_prev_singleton,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Anti Copier,10,0.01,3,43
no_rule2_prev_singleton,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Anti Copier,10,0.02,3,27
no_rule2_prev_singleton,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Anti Copier,20,0.005,5,
no_rule2_prev_singleton,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Anti Copier,20,0.01,5,70
no_rule2_prev_singleton,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Anti Copier,20,0.02,5,48
no_rule2_prev_singleton,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Anti Copier,30,0.005,7,
no_rule2_prev_singleton,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Anti Copier,30,0.01,7,
no_rule2_prev_singleton,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Anti Copier,30,0.02,7,65
no_rule2_prev_singleton,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Random 1,10,0.005,3,47
no_rule2_prev_singleton,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Random 1,10,0.01,3,33
no_rule2_prev_singleton,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Random 1,10,0.02,3,23
no_rule2_prev_singleton,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Random 1,20,0.005,5,78
no_rule2_prev_singleton,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Random 1,20,0.01,5,53
no_rule2_prev_singleton,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Random 1,20,0.02,5,39
no_rule2_prev_singleton,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Random 1,30,0.005,7,
no_rule2_prev_singleton,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Random 1,30,0.01,7,70
no_rule2_prev_singleton,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Random 1,30,0.02,7,53
no_rule2_prev_singleton,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Leader Copier,10,0.005,3,25
no_rule2_prev_singleton,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Leader Copier,10,0.01,3,21
no_rule2_prev_singleton,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Leader Copier,10,0.02,3,18
no_rule2_prev_singleton,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Leader Copier,20,0.005,5,41
no_rule2_prev_singleton,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Leader Copier,20,0.01,5,33
no_rule2_prev_singleton,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Leader Copier,20,0.02,5,28
no_rule2_prev_singleton,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Leader Copier,30,0.005,7,56
no_rule2_prev_singleton,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Leader Copier,30,0.01,7,44
no_rule2_prev_singleton,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Leader Copier,30,0.02,7,39
no_rule2_prev_singleton,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Frequency Copier,10,0.005,3,27
no_rule2_prev_singleton,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Frequency Copier,10,0.01,3,22
no_rule2_prev_singleton,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Frequency Copier,10,0.02,3,19
no_rule2_prev_singleton,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Frequency Copier,20,0.005,5,46
no_rule2_prev_singleton,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Frequency Copier,20,0.01,5,35
no_rule2_prev_singleton,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Frequency Copier,20,0.02,5,30
no_rule2_prev_singleton,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Frequency Copier,30,0.005,7,59
no_rule2_prev_singleton,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Frequency Copier,30,0.01,7,46
no_rule2_prev_singleton,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Frequency Copier,30,0.02,7,41
no_rule2_prev_singleton,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Anti Copier,10,0.005,3,25
no_rule2_prev_singleton,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Anti Copier,10,0.01,3,20
no_rule2_prev_singleton,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Anti Copier,10,0.02,3,16
no_rule2_prev_singleton,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Anti Copier,20,0.005,5,39
no_rule2_prev_singleton,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Anti Copier,20,0.01,5,32
no_rule2_prev_singleton,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Anti Copier,20,0.02,5,28
no_rule2_prev_singleton,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Anti Copier,30,0.005,7,49
no_rule2_prev_singleton,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Anti Copier,30,0.01,7,42
no_rule2_prev_singleton,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Anti Copier,30,0.02,7,38
no_rule2_prev_singleton,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Random 1,10,0.005,3,25
no_rule2_prev_singleton,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Random 1,10,0.01,3,20
no_rule2_prev_singleton,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Random 1,10,0.02,3,17
no_rule2_prev_singleton,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Random 1,20,0.005,5,39
no_rule2_prev_singleton,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Random 1,20,0.01,5,32
no_rule2_prev_singleton,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Random 1,20,0.02,5,28
no_rule2_prev_singleton,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Random 1,30,0.005,7,49
no_rule2_prev_singleton,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Random 1,30,0.01,7,42
no_rule2_prev_singleton,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Random 1,30,0.02,7,38
no_rule2_prev_singleton,14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Self Copier,10,0.005,3,37
no_rule2_prev_singleton,14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Self Copier,10,0.01,3,28
